sentence,priority
A non-mystery mystery .,1
Touch̩ !,1
There 's a reason the studio did n't offer an advance screening .,1
"Without ever becoming didactic , director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .",1
Never -LRB- sinks -RRB- into exploitation .,1
And that makes all the difference .,1
Suffocated at conception by its Munchausen-by-proxy mum .,1
Essentially a collection of bits -- and they 're all naughty .,1
Igby Goes Down is one of those movies .,1
Boisterous and daft documentary .,1
Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .,1
A rote exercise in both animation and storytelling .,1
There 's already been too many of these films ...,1
"An exceptionally acted , quietly affecting cop drama .",1
Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,1
Very well-written and very well-acted .,1
Otto-Sallies has a real filmmaker 's eye .,1
One groan-inducing familiarity begets another .,1
This is the stuff that Disney movies are made of .,1
It 's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .,1
This is it .,1
Equal parts bodice-ripper and plodding costume drama .,1
As it stands it 's an opera movie for the buffs .,1
A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .,1
"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",1
Feeling like a dope has rarely been more fun than it is in Nine Queens .,1
Big time .,1
"At the film 's centre is a precisely layered performance by an actor in his mid-seventies , Michel Piccoli .",1
Has the feel of an unedited personal journal .,1
"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .",1
You can practically smell the patchouli oil .,1
Time Changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1
"A slick , engrossing melodrama .",1
Did we really need a remake of `` Charade ? '',1
A real snooze .,1
"Drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",1
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,1
Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,1
"As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity .",1
"Largely , this is a movie that also does it by the numbers .",1
"What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .",1
Everything that 's worthwhile about Collision Course can already be seen on television .,1
But what spectacular sizzle it is !,1
"... a movie that , quite simply , should n't have been made .",1
"Take away the controversy , and it 's not much more watchable than a Mexican soap opera .",1
A rambling ensemble piece with loosely connected characters and plots that never quite gel .,1
"The film hinges on its performances , and both leads are up to the task .",1
Mr. Koshashvili is a director to watch .,1
into Scrooge .,1
The kind of trifle that date nights were invented for . .,1
Two-bit potboiler .,1
"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",1
This is n't even Madonna 's Swept Away .,1
Oscar caliber cast does n't live up to material,1
Never comes together as a coherent whole .,1
"A cultural wildcard experience : wacky , different , unusual , even nutty .",1
... the last time I saw a theater full of people constantly checking their watches was during my SATs .,1
It is up to you to decide if you need to see it .,1
The simplicity of The Way Home has few equals this side of Aesop,1
There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,1
It 's one heck of a character study -- not of Hearst or Davies but of the unique relationship between them .,1
Message movie or an action-packed submarine spectacular ?,1
This is a film that manages to find greatness in the hue of its drastic iconography .,1
Dense and enigmatic ... elusive ... stagy and stilted,1
"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",1
A sensitive and astute first feature by Anne-Sophie Birot .,1
What 's so striking about Jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,1
Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,1
"In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .",1
Should be required viewing for civics classes and would-be public servants alike .,1
Fancy a real downer ?,1
The sheer dumbness of the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness get you down .,1
The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .,1
What was subtle and mystifying in the novella is now broad and farcical .,1
"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",1
... think of it as American Pie On Valium .,1
"Despite all the closed-door hanky-panky , the film is essentially juiceless .",1
I have n't seen such self-amused trash since Freddy Got Fingered .,1
Barely goes beyond comic book status .,1
To Blandly Go Where We Went 8 Movies Ago ...,1
How did it ever get made ?,1
"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1
How this one escaped the Lifetime network I 'll never know .,1
"While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .",1
And how .,1
A three-hour cinema master class .,1
"The slapstick is labored , and the bigger setpieces flat .",1
The name says it all .,1
-LRB- Denis ' -RRB- bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .,1
"Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .",1
Should have been someone else -,1
"It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .",1
"A well-acted , but one-note film .",1
"Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",1
"Despite the film 's shortcomings , the stories are quietly moving .",1
Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,1
