sentence,priority
"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",2
Here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep .,2
Nachtwey clears the cynicism right out of you .,2
"It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .",2
"While there 's something intrinsically funny about Sir Anthony Hopkins saying ` Get in the car , bitch , ' this Jerry Bruckheimer production has little else to offer",2
"If nothing else , this movie introduces a promising , unusual kind of psychological horror .",2
"At its worst , it 's Rambo - meets-John Ford .",2
"While the story is better-focused than the incomprehensible Anne Rice novel it 's based upon , Queen Of The Damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",2
Marries the amateurishness of The Blair Witch Project with the illogic of Series 7 : The Contenders to create a completely crass and forgettable movie .,2
Meant for Star Wars fans .,2
There is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,2
"Sad nonsense , this .",2
Disgusting .,2
"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",2
"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",2
Something must have been lost in the translation .,2
Too many improbabilities and rose-colored situations temper what could 've been an impacting film .,2
"Though the opera itself takes place mostly indoors , Jacquot seems unsure of how to evoke any sort of naturalism on the set .",2
I did n't believe for a moment in these villains or their plot .,2
The main problem being that it 's only a peek .,2
"Holy mad maniac in a mask , Splat-Man !",2
"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",2
"This is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .",2
What makes Esther Kahn so demanding is that it progresses in such a low-key manner that it risks monotony .,2
All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,2
It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .,2
A potentially good comic premise and excellent cast are terribly wasted .,2
"Stale , futile scenario .",2
"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",2
"Yet another genre exercise , Gangster No. 1 is as generic as its title .",2
Leaves viewers out in the cold and undermines some phenomenal performances .,2
"In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .",2
The film virtually chokes on its own self-consciousness .,2
"In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",2
"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",2
"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",2
"If you do n't laugh , flee .",2
"All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .",2
Slap her - she 's not funny !,2
"Interacting eyeball-to-eyeball and toe-to-toe , Hopkins and Norton are a winning combination -- but Fiennes steals ` Red Dragon ' right from under their noses .",2
The actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,2
This is a superior horror flick .,2
"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",2
"Does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",2
"Green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",2
Opera on film is never satisfactory .,2
"A simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",2
"It 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work .",2
These are textbook lives of quiet desperation .,2
"Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",2
"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",2
"Seriously , rent the Disney version .",2
"Guy gets girl , guy loses girl , audience falls asleep .",2
Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,2
Festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .,2
Marshall puts a suspenseful spin on standard horror flick formula .,2
"I ca n't remember the last time I saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .",2
"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",2
"Suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",2
Formula 51 promises a new kind of high but delivers the same old bad trip .,2
A complete waste of time .,2
"Everything 's serious , poetic , earnest and -- sadly -- dull .",2
Gooding offers a desperately ingratiating performance .,2
"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .",2
Terrible .,2
"A pale Xerox of other , better crime movies .",2
